CERN - 2018-02-22 11:04:06	subject Field	concept definition	concept source	Concept create by user	Concept create date	Concept modified by user	Concept modified date	Lang	Term Status	Term Form	Term definition	Term create by user	Term create date	Term modified by user	Term modified date
_83	Bodies/organisations			Natalie	2005-01-19	Natalie Garde	2009-01-13	FR	p	Conseil	Organe directeur du CERN, composé de délégués de chaque Etat membre, qui détermine la ligne de conduite de l'Organisation en matière scientifique, technique et administrative, approuve les programmes d'activités de l'Organisation et contrôle les dépenses, notamment. D'après Convention CERN, art. V.	super	2007-01-09	super	2007-01-09
_83	Bodies/organisations			Natalie	2005-01-19	Natalie Garde	2009-01-13	DE	p	Rat		super	2007-01-09	super	2007-01-09
_84	Bodies/organisations			Natalie	2005-01-19	Odile Martin	2007-01-02	EN-GB	p	CERN Courier	International Journal of High-Energy Physics, a monthly CERN publication. According to CERN Courier cover page.	super	2007-01-09	super	2007-01-09
_84	Bodies/organisations			Natalie	2005-01-19	Odile Martin	2007-01-02	FR	p	Courrier CERN	Revue internationale de la physique des hautes énergies publiée mensuellement par le CERN D'après couverture Courrier CERN.	super	2007-01-09	super	2007-01-09
_85	Rules/circulars			Natalie	2005-01-19	Odile Martin	2007-01-02	EN-GB	p	CERN driving authorization		super	2007-01-09	super	2007-01-09
_85	Rules/circulars			Natalie	2005-01-19	Odile Martin	2007-01-02	FR	p	autorisation de conduire CERN		super	2007-01-09	super	2007-01-09
_86	Bodies/organisations			Natalie	2005-01-19	Odile Martin	2007-01-02	EN-GB	p	CERN Environmental Protection Committee		super	2007-01-09	super	2007-01-09
_86	Bodies/organisations			Natalie	2005-01-19	Odile Martin	2007-01-02	EN-GB	p	CEPC		super	2007-01-09	super	2007-01-09
_86	Bodies/organisations			Natalie	2005-01-19	Odile Martin	2007-01-02	FR	p	Comité pour la protection de l'environnement au CERN	Organe créé en 1999 chargé de définir la politique du CERN en matière d'environnement et de coordonner la prise en charge des questions d'environnement au CERN en général. D'après Bulletin 20/2000.	super	2007-01-09	super	2007-01-09
_86	Bodies/organisations			Natalie	2005-01-19	Odile Martin	2007-01-02	FR	p	CEPC		super	2007-01-09	super	2007-01-09
_87	Rules/circulars			Natalie	2005-01-19	Natalie Garde	2007-01-12	EN-GB	p	Equal Opportunities Officer		super	2007-01-09	super	2007-01-09
_87	Rules/circulars			Natalie	2005-01-19	Natalie Garde	2007-01-12	FR	p	Délégué à l'égalité des chances		super	2007-01-09	Natalie Garde	2007-01-12
_88	Bodies/organisations			Natalie	2005-01-19	Natalie Garde	2009-01-13	EN-GB	p	Equal Opportunities Advisory Panel		super	2007-01-09	super	2007-01-09
_88	Bodies/organisations			Natalie	2005-01-19	Natalie Garde	2009-01-13	FR	p	Groupe consultatif sur l'égalité des chances		super	2007-01-09	super	2007-01-09
_89	Bodies/organisations			Natalie	2005-01-19	Odile Martin	2010-01-15	EN-GB	p	CERN Health Insurance Supervisory Board		super	2007-01-09	super	2007-01-09
_89	Bodies/organisations			Natalie	2005-01-19	Odile Martin	2010-01-15	EN-GB	p	CHISB		super	2007-01-09	super	2007-01-09
_89	Bodies/organisations			Natalie	2005-01-19	Odile Martin	2010-01-15	FR	p	Comité de surveillance de l'assurance maladie du CERN	Organe paritaire responsable, devant le Comité de concertation permanent, de la supervision générale du Régime d'assurance maladie du CERN. D'après Règlement du régime d'assurance maladie du CERN, XI 1.01 et 1.02.	super	2007-01-09	Odile Martin	2010-01-15
_89	Bodies/organisations			Natalie	2005-01-19	Odile Martin	2010-01-15	FR	p	CHISB		super	2007-01-09	super	2007-01-09
_90	Rules/circulars			Natalie	2005-01-20	Odile Martin	2007-01-02	EN-GB	p	CERN Hostel		super	2007-01-09	Odile Martin	2007-01-20
_90	Rules/circulars			Natalie	2005-01-20	Odile Martin	2007-01-02	FR	p	foyer-hôtel du CERN		super	2007-01-09	super	2007-01-09
_90	Rules/circulars			Natalie	2005-01-20	Odile Martin	2007-01-02	DE	p	CERN-Hotel		super	2007-01-09	super	2007-01-09
_91	Rules/circulars			Natalie	2005-01-20	Odile Martin	2007-01-02	EN-GB	p	CERN identification number	The individual identification number for every member of the CERN or industrial support personnel.	super	2007-01-09	super	2007-01-09
_91	Rules/circulars			Natalie	2005-01-20	Odile Martin	2007-01-02	FR	p	numéro d'identification CERN		super	2007-01-09	super	2007-01-09
_92	Accelerator technology			Natalie	2005-01-20	Suzanne Curcu	2010-01-29	EN-GB	p	Compact Linear Collider	Site-independent feasibility study aiming at the development of a realistic technology at an affordable cost for an electron–positron linear collider for physics at multi-TeV energies. CERN Annual Report 2009, Glossary, p. 49	super	2007-01-09	super	2007-01-09
_92	Accelerator technology			Natalie	2005-01-20	Suzanne Curcu	2010-01-29	EN-GB	p	CLIC		super	2007-01-09	super	2007-01-09
_92	Accelerator technology			Natalie	2005-01-20	Suzanne Curcu	2010-01-29	FR	p	CLIC	Étude de faisabilité non limitée à un site ayant pour but de développer, à un prix abordable, une technologie réaliste pour construire un collisionneur linéaire électron- positon, de plusieurs TeV, pour la physique des hautes énergies. Rapport annuel du CERN 2009, Glossaire, p. 49	super	2007-01-09	super	2007-01-09
_92	Accelerator technology			Natalie	2005-01-20	Suzanne Curcu	2010-01-29	FR	p	Collisionneur linéaire compact		super	2007-01-09	super	2007-01-09
_92	Accelerator technology			Natalie	2005-01-20	Suzanne Curcu	2010-01-29	DE	p	CLIC		super	2007-01-09	super	2007-01-09
_93	Rules/circulars			Natalie	2005-01-20	Odile Martin	2007-01-05	EN-GB	p	medical code		super	2007-01-09	super	2007-01-09
_93	Rules/circulars			Natalie	2005-01-20	Odile Martin	2007-01-05	FR	p	code médical		super	2007-01-09	super	2007-01-09
_93	Rules/circulars			Natalie	2005-01-20	Odile Martin	2007-01-05	DE	p	medizinischer Kodex von CERN		super	2007-01-09	super	2007-01-09
_95	Finance			Natalie	2005-01-04	Odile Martin	2008-01-30	EN-GB	p	deliverable		super	2007-01-09	super	2007-01-09
_95	Finance			Natalie	2005-01-04	Odile Martin	2008-01-30	FR	p	contribution en nature		super	2007-01-09	super	2007-01-09
_96	Pension Fund			Natalie	2005-01-05	Odile Martin	2007-01-19	EN-GB	p	Working Group on the Procedures for Council Appointments to the Governing Board of the Pension Fund and on the Term of Office of Members and Alternates	Working Group set up by the Council at its Closed Session in September 2004. According to CERN/2600 and CERN/2584/Draft (Council Minutes, Closed Session, Sep. 2004).	super	2007-01-09	Odile Martin	2007-01-19
_96	Pension Fund			Natalie	2005-01-05	Odile Martin	2007-01-19	FR	p	Groupe de travail sur les procédures de nomination par le Conseil au Conseil d'administration de la Caisse de pensions et sur le mandat des membres et suppléants		super	2007-01-09	Odile Martin	2007-01-19
_98	Accelerator technology			Natalie	2005-01-20	Natalie Garde	2009-01-13	EN-GB	p	SESAME		super	2007-01-09	super	2007-01-09
_98	Accelerator technology			Natalie	2005-01-20	Natalie Garde	2009-01-13	EN-GB	p	Synchrotron-light for Experimental Science and Applications in the Middle East		super	2007-01-09	super	2007-01-09
_98	Accelerator technology			Natalie	2005-01-20	Natalie Garde	2009-01-13	FR	p	SESAME		super	2007-01-09	super	2007-01-09
_98	Accelerator technology			Natalie	2005-01-20	Natalie Garde	2009-01-13	FR	p	Centre international de rayonnement synchrotron pour les sciences expérimentales et appliquées au Moyen-Orient	Projet de coopération scientifique visant à la construction d'un centre international de rayonnement synchrotron pour le Moyen-Orient, qui sera installé en Jordanie. D'après "Le synchrotron SESAME ouvrira la voie d'une coopération au Moyen-Orient", dans site Web de l'UNESCO.	super	2007-01-09	super	2007-01-09
_99	Finance			Odile	2005-01-21	Odile Martin	2008-01-30	EN-GB	p	General Conditions Governing Invitation to Tender and Tenders		super	2007-01-09	super	2007-01-09
_99	Finance			Odile	2005-01-21	Odile Martin	2008-01-30	FR	p	Conditions générales des appels d'offres et des soumissions		super	2007-01-09	super	2007-01-09
_100	Accelerator technology			Odile	2005-01-10	Odile Martin	2009-01-29	EN-GB	p	Accelerator Test Facility	Users' Facility of the Brookhaven National Laboratory dedicated for long-term R&D in Physics of Beams. According to Brookhaven National Laboratory Website.	super	2007-01-09	super	2007-01-09
_100	Accelerator technology			Odile	2005-01-10	Odile Martin	2009-01-29	EN-GB	p	ATF		super	2007-01-09	super	2007-01-09
_100	Accelerator technology			Odile	2005-01-10	Odile Martin	2009-01-29	FR	p	Installation d'essai des accélérateurs	Installation du Laboratoire national de Brookhaven consacrée à la recherche et au développement en physique avancée des accélérateurs. D'après Courrier CERN, oct. 2004.	super	2007-01-09	super	2007-01-09
_100	Accelerator technology			Odile	2005-01-10	Odile Martin	2009-01-29	FR	p	ATF		super	2007-01-09	super	2007-01-09
_101	Pension Fund			Odile	2005-01-10	Odile Martin	2009-01-29	EN-GB	p	feedback mechanisms	Stabilisation mechanisms aiming at maintaining the funding ratio around its target value of 100%. According to CERN/GB/132.2/Rev.	super	2007-01-09	super	2007-01-09
_101	Pension Fund			Odile	2005-01-10	Odile Martin	2009-01-29	FR	p	mécanismes d'autorégulation	Mécanismes de stabilisation visant à maintenir le taux de couverture proche de l'objectif de 100%. D'après CERN/GC/132.2/Rev.	super	2007-01-09	super	2007-01-09
_102	Pension Fund			Odile	2005-01-10	Odile Martin	2009-01-29	EN-GB	p	funding ratio	Ratio between a pension's fund long-term liabilities (i.e. its commitments to its members) and its assets. Old glossary.	super	2007-01-09	super	2007-01-09
_102	Pension Fund			Odile	2005-01-10	Odile Martin	2009-01-29	FR	p	taux de couverture	Rapport entre le total de l’actif du bilan technique et le total du passif. Glossaire de Independent Asset Management SA (IAM)	super	2007-01-09	super	2007-01-09
_103	Pension Fund			Odile	2005-01-10	Odile Martin	2009-01-29	EN-GB	p	actuarial review		super	2007-01-09	super	2007-01-09
_103	Pension Fund			Odile	2005-01-10	Odile Martin	2009-01-29	EN-GB	p	actuarial study					
_103	Pension Fund			Odile	2005-01-10	Odile Martin	2009-01-29	FR	p	expertise actuarielle	Evaluation réalisée périodiquement par un actuaire, visant à apprécier le niveau de financement futur ou la solvabilité actuelle d'un fonds de pension au regard de ses engagements. D'après Glossaire des pensions de l'OCDE.	super	2007-01-09	super	2007-01-09
_104	Pension Fund			Odile	2005-01-11	Odile Martin	2009-01-29	EN-GB	p	actuarial model		super	2007-01-09	Odile Martin	2007-01-18
_104	Pension Fund			Odile	2005-01-11	Odile Martin	2009-01-29	FR	p	modèle actuariel		super	2007-01-09	super	2007-01-09
_105	Pension Fund			Odile	2005-01-11	Odile Martin	2009-01-29	EN-GB	p	actuarial projection		super	2007-01-09	super	2007-01-09
_105	Pension Fund			Odile	2005-01-11	Odile Martin	2009-01-29	FR	p	projection actuarielle	Evaluation de l'évolution présumée des recettes, des dépenses et des engagements actuariels d'une caisse de pension, en vue de vérifier si l'équilibre à long terme de cette caisse est garanti. D'après Rapport d'expertise actuarielle de la Caisse de pensions du CERN, juil. 2004, MP Actuaires SA.	super	2007-01-09	super	2007-01-09
_106	Pension Fund			Odile	2005-01-11	Odile Martin	2007-01-18	EN-GB	p	open-fund projection		super	2007-01-09	super	2007-01-09
_106	Pension Fund			Odile	2005-01-11	Odile Martin	2007-01-18	FR	p	projection en caisse ouverte	Projection établie 30 ans en vue de vérifier si l'équilibre de la Caisse, compte tenu du taux actuel de contribution, est garanti à long terme. D'après CERN/FC/4925-CERN/2611 (Rapport annuel de la Caisse de pensions 2004), mai 2005.	super	2007-01-09	super	2007-01-09
_107	Pension Fund			Odile	2005-01-11	Odile Martin	2010-01-20	EN-GB	p	closed-fund projection		super	2007-01-09	super	2007-01-09
_107	Pension Fund			Odile	2005-01-11	Odile Martin	2010-01-20	FR	p	projection en caisse fermée	Appréciation de la situation financière d'une caisse de pension en considérant que celle-ci est fermée à la date du calcul. D'après CERN/FC/4925-CERN/2611 (Rapport annuel de la Caisse de pensions du CERN 2004), mai 2005.	super	2007-01-09	super	2007-01-09
_108	Pension Fund			Odile	2006-01-10	Odile Martin	2009-01-29	EN-GB	p	baseline actuarial projection		super	2007-01-09	super	2007-01-09
_108	Pension Fund			Odile	2006-01-10	Odile Martin	2009-01-29	FR	p	projection actuarielle de base	Projection actuarielle représentant le mieux la situation prospective d'une caisse de pension au 1er janvier d'une année donnée, qui s'appuie sur le modèle le plus probable de l'expertise actuarielle. D'après CERN/GB/132.2/Rév.	super	2007-01-09	super	2007-01-09
_109	Pension Fund			Odile	2006-01-10	Odile Martin	2009-01-29	EN-GB	p	actuarial projection period		super	2007-01-09	super	2007-01-09
_109	Pension Fund			Odile	2006-01-10	Odile Martin	2009-01-29	EN-GB	p	financing period		super	2007-01-09	super	2007-01-09
_109	Pension Fund			Odile	2006-01-10	Odile Martin	2009-01-29	FR	p	période de projection actuarielle	Durée pendant laquelle est déterminée l'évolution présumée des recettes, des dépenses et des engagements actuariels d'une caisse de pension. D'après Rapport d'expertise actuarielle de la Caisse de pensions du CERN, MP Actuaires SA, juil. 2004.	super	2007-01-09	super	2007-01-09
_109	Pension Fund			Odile	2006-01-10	Odile Martin	2009-01-29	FR	p	période de financement		super	2007-01-09	super	2007-01-09
_110	Pension Fund			Odile	2006-01-10	Odile Martin	2009-01-29	EN-GB	p	stabilization		super	2007-01-09	super	2007-01-09
_110	Pension Fund			Odile	2006-01-10	Odile Martin	2009-01-29	FR	p	stabilisation	Ensemble de mesures permettant d'améliorer sensiblement la situation de la Caisse, au point pratiquement de la stabiliser, c'est-à-dire qu'aucune diminution notable du taux de couverture ne peut être observée durant la période de projection. D'après CERN/GB/132.2/Rév.	super	2007-01-09	super	2007-01-09
_111	Pension Fund			Odile	2006-01-10	Odile Martin	2009-01-29	EN-GB	p	recovery		super	2007-01-09	super	2007-01-09
_111	Pension Fund			Odile	2006-01-10	Odile Martin	2009-01-29	EN-GB	p	equilibration		super	2007-01-09	super	2007-01-09
_111	Pension Fund			Odile	2006-01-10	Odile Martin	2009-01-29	FR	p	assainissement	Mesure visant à amener la Caisse de pensions d'une situation stabilisée à une situation de capitalisation intégrale pour la fin de la période standard de projection actuarielle. D'après CERN/GB/132.2/Rév.	super	2007-01-09	super	2007-01-09
_112	Bodies/organisations			Natalie	2006-01-20	Natalie Garde	2009-01-13	EN-GB	p	Enabling Grids for E-sciencE	A project funded by the European Commission aiming to build on recent advances in grid technology and develop a service grid infrastructure available to scientists 24 hours-a-day. EGEE home page	super	2007-01-09	super	2007-01-09
_112	Bodies/organisations			Natalie	2006-01-20	Natalie Garde	2009-01-13	EN-GB	p	EGEE		super	2007-01-09	super	2007-01-09
_112	Bodies/organisations			Natalie	2006-01-20	Natalie Garde	2009-01-13	EN-GB	p	Enabling Grids for E-science in Europe		super	2007-01-09	super	2007-01-09
_112	Bodies/organisations			Natalie	2006-01-20	Natalie Garde	2009-01-13	FR	p	EGEE		super	2007-01-09	super	2007-01-09
_112	Bodies/organisations			Natalie	2006-01-20	Natalie Garde	2009-01-13	FR	p	Réalisation de grilles pour la science en ligne		super	2007-01-09	Natalie Garde	2008-01-31
_113	Computing			Odile	2006-01-20	Natalie	2006-01-10	EN-GB	p	eInfrastructure for Testing, Integration and Configuration Software		super	2007-01-09	super	2007-01-09
_113	Computing			Odile	2006-01-20	Natalie	2006-01-10	EN-GB	p	ETICS		super	2007-01-09	super	2007-01-09
_113	Computing			Odile	2006-01-20	Natalie	2006-01-10	FR	p	eInfrastructure for Testing, Integration and Configuration Software	Projet, coordonné par le CERN et financé en partie par la Commission européenne, ayant pour objectif d'améliorer la qualité de la grille et des logiciels distribués en offrant une procédure concrète d'assurance qualité pour les projets logiciels, fondée sur un service d'assemblage et de test. Communiqué de presse CERN (ETICS: un projet pour améliorer la qualité de la Grille), jan. 2006.	super	2007-01-09	super	2007-01-09
_113	Computing			Odile	2006-01-20	Natalie	2006-01-10	FR	p	ETICS		super	2007-01-09	super	2007-01-09
_114	Computing			Odile	2006-01-20	Odile Martin	2007-01-20	EN-GB	p	gLite	Next generation middleware for grid computing. gLite Website.	super	2007-01-09	Odile Martin	2007-01-20
_114	Computing			Odile	2006-01-20	Odile Martin	2007-01-20	FR	p	gLite	Intergiciel de grille nouvelle génération, développé par EGEE, qui fournit une infrastructure d’avant-garde pour la construction d’applications de grille exploitant la puissance de calcul et les ressources de stockage distribuées via Internet. D'après communiqué de presse CERN (ETICS: un projet pour améliorer la qualité de la grille), jan. 2006; communiqué de presse du Centre de Calcul de l’Institut National de Physique Nucléaire et de Physique des Particules CC-IN2P3 (EGEE célèbre son premier anniversaire à Athènes), avril 2005.	super	2007-01-09	super	2007-01-09
_115	Computing			Odile	2006-01-20	Natalie	2006-01-10	EN-GB	p	build system		super	2007-01-09	super	2007-01-09
_115	Computing			Odile	2006-01-20	Natalie	2006-01-10	FR	p	système d'assemblage		super	2007-01-09	super	2007-01-09
_116	Bodies/organisations			Odile	2006-01-31	Odile Martin	2007-01-20	EN-GB	p	ALFA programme		super	2007-01-09	super	2007-01-09
_116	Bodies/organisations			Odile	2006-01-31	Odile Martin	2007-01-20	EN-GB	p	América Latina – Formación Académica programme		super	2007-01-09	super	2007-01-09
_116	Bodies/organisations			Odile	2006-01-31	Odile Martin	2007-01-20	FR	p	programme ALFA	Programme de coopération de la Commission européenne entre institutions de l'enseignement supérieur de l'Union européenne et de l'Amérique latine. D'après brochure Programme ALFA, site Web de la Commission européenne.	super	2007-01-09	Odile Martin	2007-01-20
_117	Bodies/organisations			Odile	2006-01-31	Odile Martin	2007-01-20	EN-GB	p	ALFA2		super	2007-01-09	super	2007-01-09
_117	Bodies/organisations			Odile	2006-01-31	Odile Martin	2007-01-20	EN-GB	p	ALFA II		super	2007-01-09	super	2007-01-09
_117	Bodies/organisations			Odile	2006-01-31	Odile Martin	2007-01-20	FR	p	ALFA II	Seconde phase du programme ALFA, couvrant la période 2000-2005. D'après Guide du candidat au programme ALFA.	super	2007-01-09	Odile Martin	2007-01-20
_118	Finance			Odile	2006-01-02	Odile Martin	2007-01-20	EN-GB	p	work unit		super	2007-01-09	super	2007-01-09
_118	Finance			Odile	2006-01-02	Odile Martin	2007-01-20	FR	p	unité de travail	Subdivision d'un projet dans le cadre de la méthode EVMCERN/FC/4727.	super	2007-01-09	super	2007-01-09
_119	Bodies/organisations			Natalie	2006-01-03	Odile Martin	2009-01-30	EN-GB	p	ECFA		super	2007-01-09	super	2007-01-09
_119	Bodies/organisations			Natalie	2006-01-03	Odile Martin	2009-01-30	EN-GB	p	European Committee for Future Accelerators	Advisory body set up in 1963 for the purpose of long-range planning of European high-energy facilities - accelerators, large-scale facilities and equipment. According to ECFA website.	super	2007-01-09	super	2007-01-09
_119	Bodies/organisations			Natalie	2006-01-03	Odile Martin	2009-01-30	FR	p	ECFA		super	2007-01-09	super	2007-01-09
_119	Bodies/organisations			Natalie	2006-01-03	Odile Martin	2009-01-30	FR	p	Comité européen sur les futurs accélérateurs		Odile Martin	2007-01-23	Odile Martin	2007-01-23
_119	Bodies/organisations			Natalie	2006-01-03	Odile Martin	2009-01-30	DE	p	Europäischer Ausschuss für künftige Beschleuiger		super	2007-01-09	super	2007-01-09
_120	Bodies/organisations			Natalie	2006-01-03	Natalie Garde	2009-01-13	EN-GB	p	Standing Concertation Committee		super	2007-01-09	super	2007-01-09
_120	Bodies/organisations			Natalie	2006-01-03	Natalie Garde	2009-01-13	FR	p	Comité de concertation permanent	Organe composé de dix membres du personnel, répartis également entre représentants du Directeur général et représentants de l'Association du personnel, chargé d'examiner les questions générales concernant le personnel. D'après art. VII 1.07 et R VII 1.01 des Statut et Règlement du personnel du CERN, janvier 1996.	super	2007-01-09	super	2007-01-09
_120	Bodies/organisations			Natalie	2006-01-03	Natalie Garde	2009-01-13	DE	p	Ständiger Koordinierungsausschuss		super	2007-01-09	super	2007-01-12
_121	Civil engineering			Gareth	2006-01-08	Odile Martin	2009-01-26	EN-GB	p	work at a height		super	2007-01-09	super	2007-01-09
_121	Civil engineering			Gareth	2006-01-08	Odile Martin	2009-01-26	FR	p	travail en hauteur		super	2007-01-09	super	2007-01-09
_122	Civil engineering			Gareth	2006-01-08	Odile Martin	2009-01-26	EN-GB	p	fall from a height		super	2007-01-09	super	2007-01-09
_122	Civil engineering			Gareth	2006-01-08	Odile Martin	2009-01-26	FR	p	chute de hauteur		super	2007-01-09	super	2007-01-09
_124	Civil engineering			Gareth	2006-01-08	Odile Martin	2009-01-26	EN-GB	p	collective protection measure		super	2007-01-09	Odile Martin	2008-01-04
_124	Civil engineering			Gareth	2006-01-08	Odile Martin	2009-01-26	FR	p	mesure de protection collective		super	2007-01-09	super	2007-01-09
_125	Civil engineering			Gareth	2006-01-08	Odile Martin	2009-01-26	EN-GB	p	personal protection measure	An assembly of components or equipment to protect the individual whilst working at height. Health and Safety Executive, Work at Height Regulations 2005.	super	2007-01-09	Odile Martin	2008-01-04
_125	Civil engineering			Gareth	2006-01-08	Odile Martin	2009-01-26	FR	p	mesure de protection personnelle		super	2007-01-09	super	2007-01-09
_127	Civil engineering			Gareth	2006-01-08	Odile Martin	2009-01-26	EN-GB	p	personal protective equipment		super	2007-01-09	Odile Martin	2008-01-04
_127	Civil engineering			Gareth	2006-01-08	Odile Martin	2009-01-26	EN-GB	p	PPE		Odile Martin	2008-01-04	Odile Martin	2008-01-04
_127	Civil engineering			Gareth	2006-01-08	Odile Martin	2009-01-26	FR	p	équipement de protection individuelle		super	2007-01-09	Odile Martin	2008-01-04
_127	Civil engineering			Gareth	2006-01-08	Odile Martin	2009-01-26	FR	p	EPI		Odile Martin	2008-01-04	Odile Martin	2008-01-04
_129	Civil engineering			Gareth	2006-01-09	Odile Martin	2009-01-26	EN-GB	p	fall factor		super	2007-01-09	Odile Martin	2008-01-04
_129	Civil engineering			Gareth	2006-01-09	Odile Martin	2009-01-26	FR	p	facteur de chute		super	2007-01-09	super	2007-01-09
_130	Civil engineering			Gareth	2006-01-09	Odile Martin	2009-01-26	EN-GB	p	shock load		super	2007-01-09	super	2007-01-09
_130	Civil engineering			Gareth	2006-01-09	Odile Martin	2009-01-26	FR	p	force de choc		super	2007-01-09	super	2007-01-09
_131	Civil engineering			Gareth	2006-01-09	Odile Martin	2009-01-26	EN-GB	p	fall-arrest harness		super	2007-01-09	Odile Martin	2009-01-26
_131	Civil engineering			Gareth	2006-01-09	Odile Martin	2009-01-26	FR	p	harnais antichute		super	2007-01-09	super	2007-01-09
_132	Civil engineering			Gareth	2006-01-09	Odile Martin	2009-01-26	EN-GB	p	work-positioning harness		super	2007-01-09	Odile Martin	2009-01-26
_132	Civil engineering			Gareth	2006-01-09	Odile Martin	2009-01-26	FR	p	harnais de maintien au travail		super	2007-01-09	super	2007-01-09
_133	Civil engineering			Gareth	2006-01-09	Odile Martin	2009-01-26	EN-GB	p	restraint lanyard		super	2007-01-09	super	2007-01-09
_133	Civil engineering			Gareth	2006-01-09	Odile Martin	2009-01-26	FR	p	longe d’assujettissement		super	2007-01-09	Odile Martin	2008-01-05
_134	Civil engineering			Gareth	2006-01-10	Odile Martin	2009-01-26	EN-GB	p	energy-shock absorbing lanyard		super	2007-01-09	Odile Martin	2009-01-26
_134	Civil engineering			Gareth	2006-01-10	Odile Martin	2009-01-26	FR	p	longe absorbeur d'énergie	Composant d'un systhème d'arrêt des chutes, qui garantit l'arrêt d'une chute de hauteur en toute sécurité en diminuant l'impact du choc. Norme européenne EN 355.	super	2007-01-09	Odile Martin	2008-01-04
_137	Computing			John	2006-01-20	Odile	2006-01-18	EN-GB	p	Enterprise Resources Planning	A business management system that integrates all facets of the business, including planning, manufacturing, sales, and marketing. http://www.webopedia.com/	super	2007-01-09	super	2007-01-09
_137	Computing			John	2006-01-20	Odile	2006-01-18	EN-GB	p	ERP		super	2007-01-09	super	2007-01-09
_137	Computing			John	2006-01-20	Odile	2006-01-18	FR	p	progiciel de gestion intégré	Ensemble de logiciels intégrant les principales fonctions nécessaires à la gestion des flux et des procédures de l'entreprise (comptabilité et finances, logistique, paie et ressources humaines, etc.) et accèdant à des ressources communes, en particulier des bases de données. http://www.journaldunet.com/encyclopedie/	super	2007-01-09	super	2007-01-09
_138	Civil engineering			John	2006-01-20	Odile	2006-01-18	EN-GB	p	vestibule	A small entrance hall or anteroom; lobby. Collins.	super	2007-01-09	super	2007-01-09
_138	Civil engineering			John	2006-01-20	Odile	2006-01-18	EN-GB	p	entrance vestibule		super	2007-01-09	super	2007-01-09
_138	Civil engineering			John	2006-01-20	Odile	2006-01-18	FR	p	sas d'entrée	Petite pièce à l'entrée d'un bâtiment, située entre la porte d'entrée extérieure et une porte intérieure. Glossaire de l'Institut Nazareth et Louis Braille, Canada, http://www.inlb.qc.ca/telecharger/carabpadv/ftglossaire.pdf	super	2007-01-09	super	2007-01-09
_139	Finance			John	2006-01-20	Odile Martin	2007-01-17	EN-GB	p	book-keeping entry		super	2007-01-09	Odile Martin	2007-01-17
_139	Finance			John	2006-01-20	Odile Martin	2007-01-17	FR	p	écriture comptable	Enregistrement d'une opération dans un journal ou dans des comptes. Dictionnaire de la comptabilité et de la gestion financière,1994, C. Ménard.	super	2007-01-09	super	2007-01-09
_140	Civil engineering			John	2006-01-20	Odile Martin	2009-01-30	EN-GB	p	environmental impact study		super	2007-01-09	super	2007-01-09
_140	Civil engineering			John	2006-01-20	Odile Martin	2009-01-30	FR	p	étude d'impact sur l'environnement		super	2007-01-09	super	2007-01-09
_140	Civil engineering			John	2006-01-20	Odile Martin	2009-01-30	FR	p	évaluation environnementale	L'évaluation environnementale désigne l'étude descriptive et fonctionnelle de différents thèmes environnementaux : le milieu naturel (les écosystèmes, la faune, la flore, les habitats naturels, …), le milieu physique (la géographie, la topographie, l'occupation du sol, …), le milieu humain (les activités humaines, les transports, …) et l'environnement paysager. Guide de l'étude d'impact sur l'environnement des parcs éoliens.	super	2007-01-09	super	2007-01-09
_141	Electronics/Electricity			John	2006-01-20	Odile Martin	2007-01-17	EN-GB	p	epitaxial layer	In chip making, a semiconductor layer that is created on top of the silicon base rather than below it. http://www.pcmag.com (encyclopedia term).	super	2007-01-09	super	2007-01-09
_141	Electronics/Electricity			John	2006-01-20	Odile Martin	2007-01-17	FR	p	couche épitaxiale		super	2007-01-09	Odile Martin	2007-01-17
_142	Physics			John	2006-01-20	Natalie	2006-01-10	EN-GB	p	European Physical Society		super	2007-01-09	super	2007-01-09
_142	Physics			John	2006-01-20	Natalie	2006-01-10	EN-GB	p	EPS		super	2007-01-09	super	2007-01-09
_142	Physics			John	2006-01-20	Natalie	2006-01-10	FR	p	Société européenne de physique		super	2007-01-09	super	2007-01-09
_143	Bodies/organisations			John	2006-01-20	Odile Martin	2007-01-26	EN-GB	p	External Review Committee		super	2007-01-09	super	2007-01-09
_143	Bodies/organisations			John	2006-01-20	Odile Martin	2007-01-26	EN-GB	p	ERC		super	2007-01-09	super	2007-01-09
_143	Bodies/organisations			John	2006-01-20	Odile Martin	2007-01-26	FR	p	Comité d'examen externe		super	2007-01-09	Odile Martin	2007-01-20
_144	Science (exc. physics)			John	2006-01-20	Odile	2006-01-18	EN-GB	p	erratic	A large pebble, cobble or boulder which has been transported some distance from its source. Idem.	super	2007-01-09	super	2007-01-09
_144	Science (exc. physics)			John	2006-01-20	Odile	2006-01-18	FR	p	bloc erratique	Bloc de roche qui n'appartient pas au site rocheux sur lequel il repose et amené généralement par un glacier. Idem.	super	2007-01-09	super	2007-01-09
_145	Rules/circulars			John	2006-01-20	Odile Martin	2007-01-20	EN-GB	p	emergency breathing apparatus	An emergency breathing apparatus which comprises a tubular frame and which carries a hood capable of extending over the head of an individual using the apparatus. www.freepatentsonline.com	super	2007-01-09	super	2007-01-09
_145	Rules/circulars			John	2006-01-20	Odile Martin	2007-01-20	EN-GB	p	escape breathing apparatus		super	2007-01-09	super	2007-01-09
