CERN - 2018-02-22 11:04:06	subject Field	concept definition	concept source	Concept create by user	Concept create date	Concept modified by user	Concept modified date	Lang	Term Status	Term Form	Term definition	Term create by user	Term create date	Term modified by user	Term modified date
_41	Physics			Odile	2005-01-26	Odile Martin	2009-01-29	EN-GB	p	absorbed dose	Quantity of energy imparted by ionizing radiation to matter of mass. According to CERN Safety Code F.	super	2007-01-09	super	2007-01-09
_41	Physics			Odile	2005-01-26	Odile Martin	2009-01-29	FR	p	dose absorbée	Quantité d'énergie cédée par un rayonnement par unité de masse de matière. Lexique de l'Institut de radioprection et de sûreté nucléaire.	super	2007-01-09	super	2007-01-09
_42	Physics			Odile	2005-01-26	Odile Martin	2009-01-29	EN-GB	p	absorbed dose rate	Quotient of absorbed dose per unit of time. ENS glossary.	super	2007-01-09	super	2007-01-09
_42	Physics			Odile	2005-01-26	Odile Martin	2009-01-29	FR	p	débit de dose absorbée	Dose absorbée rapportée à une unité de temps. Lexique de l'Institut de radioprection et de sûreté nucléaire.	super	2007-01-09	super	2007-01-09
_43	Bodies/organisations			Odile	2005-01-26	Odile Martin	2009-01-26	EN-GB	p	Directorate Services Unit		super	2007-01-09	Odile Martin	2009-01-26
_43	Bodies/organisations			Odile	2005-01-26	Odile Martin	2009-01-26	EN-GB	p	DSU		Odile Martin	2009-01-26	Odile Martin	2009-01-26
_43	Bodies/organisations			Odile	2005-01-26	Odile Martin	2009-01-26	FR	p	Unité des Services de la Direction générale	Unité organique du CERN chargée de fournir un appui administratif et technique au Directeur général et aux directeurs. D'après Ressources humaines du CERN: Rapport annuel 2002.	super	2007-01-09	super	2007-01-09
_43	Bodies/organisations			Odile	2005-01-26	Odile Martin	2009-01-26	FR	p	DSU		super	2007-01-09	super	2007-01-09
_44	Bodies/organisations			Odile	2005-01-26	Odile Martin	2010-01-21	EN-GB	p	Physics Department		super	2007-01-09	super	2007-01-09
_44	Bodies/organisations			Odile	2005-01-26	Odile Martin	2010-01-21	EN-GB	p	PH Department		super	2007-01-09	super	2007-01-09
_44	Bodies/organisations			Odile	2005-01-26	Odile Martin	2010-01-21	FR	p	Département de physique		super	2007-01-09	Odile Martin	2010-01-21
_44	Bodies/organisations			Odile	2005-01-26	Odile Martin	2010-01-21	FR	p	département Physique		super	2007-01-09	Odile Martin	2010-01-21
_44	Bodies/organisations			Odile	2005-01-26	Odile Martin	2010-01-21	FR	p	département PH		Odile Martin	2009-01-01	Odile Martin	2009-01-01
_45	Bodies/organisations			Odile	2005-01-26	Odile Martin	2009-01-23	EN-GB	p	Theoretical Physics Unit	Unit of the Physics Department whose aim is to develop new theoretical ideas aimed at understanding the fundamental constituents and forces of nature, to develop their relevance for the experimental programme of CERN and conversely to take full advantage of the stimulating environment of a large Laboratory and to contribute to the general scientific culture at CERN through active participation in the various training programmes and promotion of scientific events on site. According to CERN/SPC/831-CERN/CC/2520 and PH Department Website.	super	2007-01-09	super	2007-01-09
_45	Bodies/organisations			Odile	2005-01-26	Odile Martin	2009-01-23	EN-GB	p	Theory Unit		super	2007-01-09	super	2007-01-09
_45	Bodies/organisations			Odile	2005-01-26	Odile Martin	2009-01-23	EN-GB	p	TH Unit		super	2007-01-09	super	2007-01-09
_45	Bodies/organisations			Odile	2005-01-26	Odile Martin	2009-01-23	FR	p	Unité de physique théorique	Unité du département de physique ayant pour objectifs de développer de nouvelles idées théoriques visant à la compréhension des constituants et forces de base de la Nature, d'établir leur intérêt pour le programme d'expérimentation du Laboratoire et, inversement, de tirer pleinement profit de l'environnement stimulant apporté par un grand laboratoire et de contribuer à la culture scientifique générale au CERN en participant activement aux divers programmes de formation, ainsi qu'à la mise sur pied de manifestations scientifiques sur le domaine. D'après CERN/SPC/831-CERN/CC/2520.	super	2007-01-09	super	2007-01-09
_45	Bodies/organisations			Odile	2005-01-26	Odile Martin	2009-01-23	FR	p	Unité Théorie		super	2007-01-09	super	2007-01-09
_46	Bodies/organisations			Natalie	2005-01-31	Odile Martin	2010-01-12	EN-GB	p	Strategy Group		super	2007-01-09	Odile Martin	2007-01-18
_46	Bodies/organisations			Natalie	2005-01-31	Odile Martin	2010-01-12	FR	p	Groupe d'orientation stratégique	Organe consultatif scientifique ad hoc créé par le Conseil à sa session de juin 2005 et chargé de définir les Orientations stratégiques de la physique des particules en Europe, comprenant des représentants du SPC et de l'ECFA, les directeurs des principaux laboratoires européens et des scientifiques nommés par les délégations des Etats membres du CERN. D'après CERN/2627 et CERN/2685 (Orientations stratégiques de la physique des particules en Europe), juillet 2006.	super	2007-01-09	super	2007-01-09
_47	Bodies/organisations			Odile	2005-01-09	Odile Martin	2007-01-02	EN-GB	p	Theoretical Physics Division		super	2007-01-09	super	2007-01-09
_47	Bodies/organisations			Odile	2005-01-09	Odile Martin	2007-01-02	FR	p	Division Etudes théoriques		super	2007-01-09	super	2007-01-09
_47	Bodies/organisations			Odile	2005-01-09	Odile Martin	2007-01-02	DE	p	Abteilung Theoretische Physik		super	2007-01-09	super	2007-01-09
_48	Rules/circulars			Odile	2005-01-09	Suzanne Curcu	2010-01-16	EN-GB	p	Experimental Physics Division		super	2007-01-09	super	2007-01-09
_48	Rules/circulars			Odile	2005-01-09	Suzanne Curcu	2010-01-16	EN-GB	p	EP Division		super	2007-01-09	super	2007-01-09
_48	Rules/circulars			Odile	2005-01-09	Suzanne Curcu	2010-01-16	FR	p	Division Physique expérimentale		super	2007-01-09	super	2007-01-09
_48	Rules/circulars			Odile	2005-01-09	Suzanne Curcu	2010-01-16	FR	p	Division EP		super	2007-01-09	super	2007-01-09
_48	Rules/circulars			Odile	2005-01-09	Suzanne Curcu	2010-01-16	DE	p	Abteilung Experimentalphysik		super	2007-01-09	super	2007-01-09
_49	Bodies/organisations			Odile	2005-01-09	Odile Martin	2009-01-23	EN-GB	p	Experimental Physics Unit	Unit of the Physics Department which is active in the domains of detector technologies, including mechanics, electronics and experiment related computing, participates in the construction and running of experiments and in the physics analysis and provide technical, administrative and logistics support for experimental teams performing experiments at CERN's accelerator facilities. According to CERN/SPC/831-CERN/CC/2520 and PH Department Website.	super	2007-01-09	super	2007-01-09
_49	Bodies/organisations			Odile	2005-01-09	Odile Martin	2009-01-23	EN-GB	p	EP Unit		super	2007-01-09	Odile Martin	2009-01-22
_49	Bodies/organisations			Odile	2005-01-09	Odile Martin	2009-01-23	FR	p	Unité de physique expérimentale	Unité du département de Physique, active dans les domaines des technologies des détecteurs, la mécanique, l'électronique et l'informatique liée aux expériences, qui participe à la construction et au fonctionnement des expériences, ainsi qu'à l'analyse des données de physique, et qui apporte un soutien technique, administratif et logistique aux équipes d'expérimentateurs qui effectuent des expériences auprès des accélérateurs du CERN. D'après CERN/SPC/831-CERN/CC/2520 .	super	2007-01-09	super	2007-01-09
_50	Accelerator technology			Natalie	2005-01-09	Odile Martin	2007-01-02	EN-GB	p	Low Energy Ion Ring		super	2007-01-09	super	2007-01-09
_50	Accelerator technology			Natalie	2005-01-09	Odile Martin	2007-01-02	EN-GB	p	LEIR		super	2007-01-09	super	2007-01-09
_50	Accelerator technology			Natalie	2005-01-09	Odile Martin	2007-01-02	FR	p	Anneau d'ions de basse énergie		super	2007-01-09	Odile Martin	2007-01-20
_50	Accelerator technology			Natalie	2005-01-09	Odile Martin	2007-01-02	FR	p	LEIR		super	2007-01-09	super	2007-01-09
_51	Pension Fund			Natalie	2005-01-09	Natalie	2005-01-09	FR	p	primauté des prestations	Mode de fonctionnement d'un régime de retraite dans lequel les rentes sont définies en fonction du revenu de l'assuré au moment du départ à la retraite. D'après Département fédéral des finances.	super	2007-01-09	super	2007-01-09
_52	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	EN-GB	p	Engineering Support and Technologies Division	Former CERN's organizational unit created on 01.01.1996 to succeed the Mechanical Technologies Division (MT) with an enlarged mandate to provide, for the whole of CERN, centralized engineering services and not only mechanical technologies. According to CERN Annual Report, 1996, Vol.II.	super	2007-01-09	super	2007-01-09
_52	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	EN-GB	p	EST Division		super	2007-01-09	super	2007-01-09
_52	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	FR	p	Division Soutien en ingénierie et technologies		super	2007-01-09	super	2007-01-09
_52	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	FR	p	Division EST		super	2007-01-09	super	2007-01-09
_53	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	EN-GB	p	Administrative Support Division	Former CERN's organizational unit (1990-2003) whose mandate was to provide a range of technical and administrative services for scientific information, public information, management information, document handling, translation and minutes, mail, hostel and housing, photographic and audivisual support, etc. According to CERN Human Resources Report, 1996.	super	2007-01-09	super	2007-01-09
_53	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	EN-GB	p	AS Division		super	2007-01-09	super	2007-01-09
_53	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	FR	p	Division Support administratif		super	2007-01-09	super	2007-01-09
_53	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	FR	p	Division AS		super	2007-01-09	super	2007-01-09
_54	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	EN-GB	p	Technical Inspection and Safety Division		super	2007-01-09	super	2007-01-09
_54	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	EN-GB	p	TIS Division		super	2007-01-09	super	2007-01-09
_54	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	FR	p	Division de l'inspection technique et de la sécurité	Ancienne unité organique du CERN (2000-2004) centralisant les services directement liés à la santé à la sécurité, ainsi qu'à la protection de l'environnement. D'après Ressources humaines du CERN: Rapport 2002.	super	2007-01-09	super	2007-01-09
_54	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	FR	p	Division Inspection technique et sécurité		super	2007-01-09	super	2007-01-09
_54	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	FR	p	Division TIS		super	2007-01-09	super	2007-01-09
_54	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	DE	p	Technsche Überwachungs-und Sicherheitsdivision		super	2007-01-09	super	2007-01-09
_55	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	EN-GB	p	Safety Commission	CERN's organizational unit whose mandate is to monitor and ensure within CERN all aspects of safety, occupational health and hygiene, environmental protection, safety of equipement and installations as well as operational safety. According to CERN/SPC/831-CERN/CC/2520.	super	2007-01-09	super	2007-01-09
_55	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	EN-GB	p	SC		super	2007-01-09	super	2007-01-09
_55	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	FR	p	Commission de sécurité	Unité organique du CERN chargée de contrôler et mettre en oeuvre au CERN toutes les questions ayant trait à la sécurité, l'hygiène et la santé au travail, la protection de l'environnement, la sûreté des équipements et des installations, ainsi qu'à la sécurité de l'exploitation. D'après CERN/SPC/831-CERN/CC/2520.	super	2007-01-09	super	2007-01-09
_55	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	FR	p	SC		super	2007-01-09	super	2007-01-09
_56	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	EN-GB	p	Technical Inspection and Safety Commission		super	2007-01-09	super	2007-01-09
_56	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	EN-GB	p	TIS		super	2007-01-09	super	2007-01-09
_56	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	FR	p	Commission d'Inspection technique et de Sécurité		super	2007-01-09	super	2007-01-09
_56	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	FR	p	Commission Inspection technique et Sécurité		super	2007-01-09	super	2007-01-09
_56	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	FR	p	TIS		super	2007-01-09	super	2007-01-09
_57	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	EN-GB	p	Supplies, Procurement and Logistics Division	Former CERN's organizational unit (1997-2004) responsible for all purchasing, management of industrial services, logistics and stores, sales of obsolete or scrap equipment, and related activities such as communication with Finance Committee Delegates and Industry Liaison Officers and the organization of industrial exhibitions of the Member States. According to CERN Annual Report, 1997, Vol.II.	super	2007-01-09	super	2007-01-09
_57	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	EN-GB	p	SPL Division		super	2007-01-09	super	2007-01-09
_57	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	FR	p	Division des approvisionnements et de la logistique	Ancienne unité organique du CERN (1997-2004) ayant la responsabilité de l'approvisionnement, des contrats de services industriels et des magasins. D'après CERN/CC/2138, p. 6.	super	2007-01-09	super	2007-01-09
_57	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	FR	p	Division Approvisionnements et logistique		super	2007-01-09	super	2007-01-09
_57	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	FR	p	Division SPL		super	2007-01-09	super	2007-01-09
_58	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	EN-GB	p	Education and Technology Transfert Division	Former CERN's organizational unit whose responsibilities concerned education and communication, scientific information and technology transfer. According to CERN Annual Report, 2001, Vol.II.	super	2007-01-09	super	2007-01-09
_58	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	EN-GB	p	ETT Division	Ancienne unité organique du CERN créée en 2000.	super	2007-01-09	super	2007-01-09
_58	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	FR	p	Division Education du public et transfert de technologie	Ancienne unité organique du CERN chargée de démontrer l'utilité de la recherche en physique des particules pour la société, diffuser l'innovation technologique à l'industrie et à d'autres disciplines scientifiques et promouvoir l'image de la recherche fondamentale menée au CERN. D'après Ressources humaines du CERN: Rapport 2002.	super	2007-01-09	super	2007-01-09
_58	Bodies/organisations			Odile	2005-01-12	Odile Martin	2007-01-02	FR	p	Division ETT		super	2007-01-09	super	2007-01-09
_59	Bodies/organisations			Odile	2005-01-13	Natalie	2006-01-10	EN-GB	p	Advisory Committee of CERN Users	Discussion forum between the CERN Management and the representatives of CERN Users whose aim is to advise the Director General on the practical measures to be taken and administrative internal arrangements to be made by the CERN Management for the utilization of the CERN facilities for research. According to ACCU Website.	super	2007-01-09	super	2007-01-09
_59	Bodies/organisations			Odile	2005-01-13	Natalie	2006-01-10	EN-GB	p	ACCU		super	2007-01-09	super	2007-01-09
_59	Bodies/organisations			Odile	2005-01-13	Natalie	2006-01-10	FR	p	Comité consultatif des utilisateurs du CERN		super	2007-01-09	super	2007-01-09
_59	Bodies/organisations			Odile	2005-01-13	Natalie	2006-01-10	FR	p	ACCU		super	2007-01-09	super	2007-01-09
_59	Bodies/organisations			Odile	2005-01-13	Natalie	2006-01-10	DE	p	Beratungsausschuss der CERN-Nutzer		super	2007-01-09	super	2007-01-09
